,,X,,,,,F,,gso sbyong/ dbyar gnas/ dgag dbye/ bslab bya'i sdom tshig_/thun drug bden gsol smon tshig sogs sdom pa gsum dang 'brel ba'i skor byang grol khang bzang 'dzeg pa'i them skas/,"The 'Stairway for Ascending to the Palace of Liberation and Enlightenm ent,â€™ being a Group of Texts related to the Three Types of Vows, and including, among Others, Works on the Ceremony of Purification and Renewal; the Summer Retreat; the Release of the Summer Retreat; a Versed Summary of the Rules; the Ritual for Six Times of the Day; and the Prayer of Truth",SNA TSOGS (&-&),S00197M,,,
,X,,,,,,D,T,sdom gsum/,THREE SETS OF VOWS,,D77528,bdr:T201,,
,,X,,,,,F,,sdom gsum gyi bslab bya mdo tsam bshad pa/,Just a Brief Explanation of the Rules contained in the Three Sets of Vows,CHOS RJE KHAL KHA NGAG DBANG DPAL LDAN (1806-@),S12163E,bdr:P272,,WA0XL195D05449EEB
,,X,,,,,F,,sdom gsum gyi bslab bya'i sdom tshig gi bsdus don/,Brief Explanation of the Versed Summary of the Rules of the Three Sets of Vows,DNGUL CHU DHARMA BHADRA (1772-1851),S06360E,bdr:P289,,
,,X,,,,,F,,so thar byang sems gsang sngags gsum gyi sdom pa'i bslab bya nor bu'i 'od 'phreng /,"The 'String of Shining Jewels,' being an Explanation of the Rules contained in the Three Types of Vows-- Those of Individual Freedom, Those of the Bodhisattva, and Those of the Secret Word",'BRAS SPUNGS BLO GSAL GLING GI TRE'O DGE BSHES TSE DBANG BSAM 'GRUB (1835-&),S00201I,bdr:P546,,
,X,,,,,,D,T,spyi bshags/,GENERAL CONFESSION,,D18656,,,
,,X,,,,,F,,spyi bshags/,General Confession,@ (@-@),S00053A,,,
,X,,,,,,D,T,spyi/,GENERAL PRESENTATIONS,,D78029,,,
,,X,,,,,D,Auth,'jam dbyangs bzhad pa'i rdo rje ngag dbang brtson 'grus/,JAMYANG SHEPAY DORJE NGAWANG TSUNDRU (1648-1721),,D75238,bdr:P423,,
,,,X,,,,C,C,'dul ba'i dka' gnas rnam par dpyad pa 'khrul spong blo gsal mgul rgyan tsin+ta ma Ni'i phreng mdzes skal bzang re ba kun skong /,,,D75239,bdr:P423,,
,,,,X,,,F,,stod cha/,"[The First Part of] A Necklace for Those with Clear Minds, A String of Beautiful Wish-Fulfilling Jewels, Fulfilling All the Hopes of the Fortunate and Elminating all Error-- An Analysis of Difficult Points in the Study of Vowed Morality",'JAM DBYANGS BZHAD PA'I RDO RJE NGAG DBANG BRTZON 'GRUS (1648-1721),S19086E,bdr:P423,,
,,,,X,,,F,,smad cha/,"The Latter Section of A Necklace for Those with Clear Minds, A String of Beautiful Wish-Fulfilling Jewels, Fulfilling All the Hopes of the Fortunate and Elminating all Error: An Analysis of Difficult Points in the Study of Vowed Morality",'JAM DBYANGS BZHAD PA'I RDO RJE NGAG DBANG BRTZON 'GRUS (1648-1721),S19087E,bdr:P423,,
,,,X,,,,C,C,'dul ba'i dka' gnas rnam par dpyad pa 'khrul spong blo gsal mgul rgyan tsin+ta ma Ni'i phreng mdzes skal bzang re ba kun skong /,,,D75240,bdr:P423,,
,,,,X,,,F,,stod cha/,"[The First Half of] 'The End of All Error, a Lovely String of Wishing Jewels, Necklace for Those o f Clear Intellect, and Fulfillment of the Hopes of Those with Goodness,"" being a Critical Examination of Difficult Points in the Teachings on Buddhist Discipline",'JAM DBYANGS BZHAD PA NGAG DBANG BRTZON 'GRUS (1648-1721),S00839D1,bdr:P423,,
,,,,X,,,F,,smad cha/,"The Second Half of 'The End of All Error, a Lovely String of Wishing Jewels, Necklace for Those of C lear Intellect, and Fulfillment of the Hopes of Those with Goodness,"" being a Critical Examination of Difficult Points in the Teachings on Buddhist Discipline",'JAM DBYANGS BZHAD PA NGAG DBANG BRTZON 'GRUS (1648-1721),S00839E2,bdr:P423,,
,,,X,,,,F,,'dul ba'i spyir bstan gyi dbu phyogs/,The First Part of a General Treatment of Vowed Morality,'JAM DBYANGS BZHAD PA'I RDO RJE NGAG DBANG BRTZON 'GRUS (1648-1721),S19025,bdr:P423,,WA0XLF14AD6C7E20B
,,,X,,,,F,,kun mkhyen chen po 'jam dbyangs bzhad pa'i rdo rje'i gsung 'bum thor bu khrig chags su bsdebs pa las so thar gyi sdom pa'i dogs gcod/,"Investigations into the Vows of Individual Liberaton, from a Compilation of Assorted Writings found in the C ollected Works of the Omniscient One, Jamyang Shepay Dorje",â€™JAM DBYANGS BZHAD PA'I RDO RJE (1648-1721),S12119E,bdr:P423,,
,,X,,,,,D,Auth,chos rje khal kha ngag dbang dpal ldan/,CHUJE KALKA NGAWANG PELDEN (1806-?),,D91547,,,
,,,X,,,,F,,dus tshigs kyi mchan 'grel dka' gnad sgo brgya 'byed pa'i lde mig,"'The Key for Opening a Million Doors,' being an Annotated Commentary on Difficult Points concerning the Seasons of the Year",CHOS RJE KHAL KHA NGAG DBANG DPAL LDAN (1806-@),S00989E,bdr:P272,,WA0XL1ACC0A05DF4C
,,,X,,,,F,,spyir bstan gyi rnam bzhag 'dul gzhung gsal byed/,"'Clarification of the Great Books on Vowed Morality,' being a General Presentation",CHOS RJE KHAL KHA NGAG DBANG DPAL LDAN (1806-@),S00990E,bdr:P272,,WA0XL76C92D1551AE
,,X,,,,,D,Auth,co ne bla ma grags pa bshad sgrub/,CHONEY LAMA DRAKPA SHEDRUP (1675-1748),,D88715,,,
,,,X,,,,F,,'dul gzhung rgya mtsho'i dgongs don snying po bsdus pa yid bzhin nor bu/,"The 'Wish-Giving Jewel,' being the Briefest Essence of the True Intent of the Ocean of the Great Books on Vowed Morality",CO NE BLA MA GRAGS PA BSHAD SGRUB (1675-1748),S00057M,bdr:P1629,,
,,X,,,,,D,Auth,dge bshes skal bzang rnam rgyal/,GESHE KELSANG NAMGYAL,,D42855,,,
,,,X,,,,F,,dge bshes skal bzang rnam rgyal gyi gsung 'dul ba'i sdom tshig don gsal sgron me dang/ pha yi sor mdo'i ltung ba sde lnga'i sdom tshig dang/ rje btsun blo bzang chos kyi rgyal mtshan gyis mdzad pa'i dge slong gi bslab bya'i sdom tshig bcas/,"'A La mp which Clarifies the Real Meaning,’ being a Versed Summary on Buddhist Discipline (by Geshe Kelsang Namgyal); along with (2) a Versed Summary on the Five Groups of Downfalls from the Sutra on the Vows of Individual Freedom for Males (by the ‘Spiritual Father’), as well as (3) a Versed Summary on the Rules for a Fully-Ordained Monk",DGE BSHES SKAL BZANG RNAM RGYAL; @; PAn CHEN BLO BZANG CHOS KYI RGYAL MTSAN (1565-1662),S00206I,bdr:P719,,
,,X,,,,,D,Auth,dngul chu d+harma b+hadra/,NGULCHU DHARMA BHADRA (1772-1851),,D28217,bdr:P289,,
,,,X,,,,F,,'dul ba'i skor kha shas phyogs gcig tu bsgrigs pa/,Collection of Writings on a Number of Points in the Teachings on Discipline,DNGUL CHU DHARMA BHADRA (1772-1851),S06362M,bdr:P289,,WA0XL65CBF4363B7C
,,X,,,,,D,Auth,mtsho sna ba shes rab bzang po/,TSONAWA SHERAB SANGPO,,D08588,,,
,,,X,,,,,C,'dul ba mdo rtsa'i rnam bshad nyi ma'i 'od zer legs bshad lung gi rgya mtsho/,,,D08589,bdr:P1500,,WA1KG15913
,,,,X,,,F,,stod cha'i cha dang po/,"Part A of Volume One of 'The Light of the Sun,' an Ocean of the Word of Fine Commentary, in Explanation of the Root Summary on Buddhist Discipline",MTSO SNA BA SHES RAB BZANG PO (c.1200),S06850I1A,bdr:P1500,,
,,,,X,,,F,,stod cha'i cha gnyis pa/,"Part B of Volume One of 'The Light of the Sun,' an Ocean of the Word of Fine Commentary, in Explanation of the Root Summary on Buddhist Discipline",MTSO SNA BA SHES RAB BZANG PO (c.1200),S06850I1B,bdr:P1500,,
,,,,X,,,F,,stod cha/,"The 'Light of the Sun,' an Ocean of the Word of Fine Commentary, in Explanation of the Root Summary on Buddhist Discipline",MTSO SNA BA SHES RAB BZANG PO (c. 1200),SE06850A1,bdr:P1500,,
,,,,X,,,F,,smad cha/,"The 'Light of the Sun,' an Ocean of the Word of Fine Commentary, in Explanation of the Root Summary on Buddhist Discipline",MTSO SNA BA SHES RAB BZANG PO (c.1200),SL06850I2,bdr:P1500,,
,,X,,,,,D,Auth,paN chen blo gros legs bzang /,PANCHEN LODRU LEKSANG,,D43854,,,
,,,X,,,,,C,bstan bcos 'dul ba mdo rtsa ba'i spyi don TIk chen rin chen phreng ba'i dgongs rgyan/,,PAn CHEN BLO GROS LEGS BZANG (@-@),D43855,bdr:P2917,,WA15089
,,,,X,,,F,,stod cha/,"Jewel of the True Thought of the 'Great Commentary, the String of Precious Gems'--An Overview of the Classical Commentary Entitled the 'Root Sutra on Discipline’",PAn CHEN BLO GROS LEGS BZANG (@-@),SL0059I1,bdr:P2917,,WA15089
,,,,X,,,F,,smad cha/,"Part 2 of the Jewel of the True Thought of the 'Great Commentary, the String of Precious Gems'--An Overview of the Classical Commentary entitled the ‘Root Sutra on Discipline’",PAn CHEN BLO GROS LEGS BZANG (@-@),SL0059E2,bdr:P2917,,
,,,X,,,,F,,dam chos 'dul ba mdo rtsa ba'i gzhung 'grel Ti ka rin chen phreng ba'i dgongs rgyan/,"The 'Jewel of the True Thought of the 'Great Commentary, the String of Precious Gems',' being an Explanation by Panchen Lodru Leksang of that Holy Book, the Root Text entitled ‘The Summary of Vowed Morality’",PAn CHEN BLO GROS LEGS BZANG (@-@),SB00059I,bdr:P2917,,
,,X,,,,,D,Auth,rgyal ba dge 'dun grub/,,,D68355,bdr:P80,,
,,,X,,,,F,,legs par gsungs pa'i dam pa'i chos 'dul ba mtha' dag gi snying po'i don legs par bshad pa rin po che'i phreng ba/,"A String of Jewels of Fine Explanation--The Essential Meaning of the Entirety of that Finely-Spoken and Highest Dharma, the Works",,S05523E,bdr:P80,,WA0XLD3D6F491F259
,,,X,,,,F,,legs par gsungs pa'i dam pa'i chos 'dul ba'i gleng gzhi dang rtogs pa brjod pa/ lung sde bzhi kun las btus pa rin po che'i mdzod/,"The Teaching on Vowed Morality--Original Scenes and Accounts of Saints in that Finely-Spoken and Highest Dharma,the Works on Vowed Morality",RGYAL BA DGE 'DUN GRUB (1391-1474),S05522E-1,bdr:P80,,WA3CN4712
,,,X,,,,F,,legs par gsungs pa'i dam pa'i chos 'dul ba'i gleng gzhi dang rtogs pa brjod pa/ lung sde bzhi kun las btus pa rin po che'i mdzod/,PAn CHEN BLO GROS LEGS BZANG GIS MDZAD PA,RGYAL BA DGE 'DUN GRUB (1391-1474),S05522E-2,bdr:P80,,WA3CN4712
,,X,,,,,D,Auth,rgyal mkhan po grags pa rgyal mtshan/,,,D46847,,,
,,,X,,,,F,,'dul ba rgya mtsho'i snying po bsdus pa'i tshig 'grel rin chen phreng ba/,,,S25101,bdr:P297,,WA0XL9E2F3F5FC9A7
,,X,,,,,D,Auth,rje tsong kha pa blo bzang grags pa/,JE TSONGKAPA LOBSANG DRAKPA (1357-1419),,D06746,bdr:P64,,
,,,X,,,,D,Gr,'dul ba rgya mtsho'i snying po/,ESSENCE OF THE OCEAN OF DISCIPLINE,,D75569,,,
,,,,X,,,F,,'dul ba rgya mtsho'i dka' gnad mdor bsdus pa nor bu'i phreng ba/,"'A String of Jewels,' being a Brief Presentation of Difficult Points in the 'Ocean of Vowed Morality'",GUNG THANG DKON MCHOG BSTAN PA'I SGRON ME (1762-1823),S00906E,bdr:P298,,
,,,,X,,,F,,'dul ba rgya mtsho'i snying po'i TIka blo bzang dgongs don gsal ba'i nyin byed/,"The 'Maker of Day, which Illumines the True Thought of Lobsang,' being a Commentary on 'The Essence of the Ocean of Discipline'",DNGUL CHU DHARMA BHADRA (1772-1851),S06361M,bdr:P289,,
,,,,X,,,F,,so sor thar pa'i sdom pa gtan la dbab pa 'dul ba rgya mtsho'i snying po bsdus pa/,"The 'Brief Essence of the Ocean of Discipline,' being a Work Outlining the Vows of Individual Freedom",RJE TZONG KHA PA BLO BZANG GRAGS PA (1357-1419),S05275M63,bdr:P64,,WA0XLC0C2113540DD
,,,X,,,,D,X,'dul ba'i zin bris/,NOTES ON THE VINAYA,,D43513,,,
,,,,X,,,F,,'dul ba mdo rtsa ba'i zin bris/,Notes on 'The Root Text of the Summary of Buddhist Discipline',RJE TZONG KHA PA BLO BZANG GRAGS PA (1357-1419),S05274I,bdr:P64,,WA1NLM3993
,,,X,,,,D,X,ngag dbang grags pa/,NGAWANG DRAKPA,,D05511,,,
,,,,X,,,F,,yang dag pa'i dge ba'i bshes gnyen tsha kho ba mkhas chen ngag dbang grags pas/ shar rgyal mo rong du sngon med pa'i rab tu byung ba'i sde khyad par can btsugs nas phrin yig springs byung ba'i lan/,"Epistle Dispatched in Response to a Letter  from that Immaculate Spiritual Guide, the Great Abbot of Tsako, Ngawang Drakpa, in which He informed Je Tsongkapa that He had Established an Exceptional and Unprecedented Group of Monks in the Eastern Land of Gyalmo Rong",RJE TZONG KHA PA BLO BZANG GRAGS PA (1357-1419),S05275M84,bdr:P64,,
,,X,,,,,D,Auth,se ra rje btsun chos kyi rgyal mtshan/,SERA JETSUN CHUKYI GYELTSEN (1469-1546),,D20539,,,
,,,X,,,,F,,dam pa'i chos 'dul ba'i spyi don 'dul ba rgya mtsho'i snying po'i don phyogs gcig tu bsdus nas ston pa blo gsal mkhas pa'i mgul rgyan mu tig gi phreng ba/,"The 'String of Pearls, a Necklace for Master Scholars,' being an Overview of the Holy Teaching on Vowed Morality, an Abbreviated Compilation of the Essence of the Ocean of the Discipline",SE RA RJE BTZUN CHOS KYI RGYAL MTSAN (1469-1546),S06848I,bdr:P477,,WA2KG238112
,,X,,,,,D,Auth,ser byes har gdong byams pa skal bzang /,SERJE HARDONG JAMPA KELSANG,,D42992,,,
,,,X,,,,D,Gr,dge slong ma/,FOR NUNS,,D86883,,,
,,,,X,,,F,,'dul ba'i sdom tshig gnad bsdus snying po tshig don brjed byang las ma'i rnam 'byed spyir bstan dang bcas pa'i skor/,"'A General Presentation, and Points from the Divisions of Buddhist Discipline relating to Nuns,' a Section of the Versed Summa ry on Buddhist Discipline entitled ‘Lecture Notes on the Text and Meaning of the Essence of the Crucial Points’",DPAL LDAN SMAD RGYUD GRVA TSANG GI MKHAN PO SER BYES HAR GDONG BYAMS PA SKAL BZANG (d. 1944?),S00193I1,bdr:P223,,
,,,X,,,,D,Gr,dge slong pha/,FOR MONKS,,D52833,,,
,,,,X,,,F,,'dul ba'i sdom tshig gnad bsdus snying po tshig don brjed byang las pha'i rnam 'byed kyi skor/,"'Points from the Divisions of Buddhist Discipline relating to Monks,' a Section of the Versed Summary on Buddhist Discipline entitled 'Lecture Notes on the Text and Meaning of the Essence of the Crucial Pointsâ€™",DPAL LDAN SMAD RGYUD GRVA TSANG GI MKHAN PO SER BYES HAR GDONG BYAMS PA SKAL BZANG (d. 1944?),S00193M2,bdr:P223,,
,,,X,,,,D,X,gzhi smad/,PART TWO,,D01837,,,
,,,,X,,,F,,'dul ba'i sdom tshig gnad bsdus snying po tshig don brjed byang las gzhi smad kyi skor/,"'Points on the Latter Part of the Foundation,' a Section of the Versed Summary on Buddhist Discipline entitled 'Lecture Notes on the Text and Meaning of the Essence of the Crucial Pointsâ€™",DPAL LDAN SMAD RGYUD GRVA TSANG GI MKHAN PO SER BYES HAR GDONG BYAMS PA SKAL BZANG (d. 1944?),S00193I3,bdr:P223,,
,,X,,,,,D,X,shar chen kong po ngag dbang tshul khrims/,SHARCHEN KONGPO NGAWANG TSULTRIM,,D00539,,,
,,,X,,,,F,,'dul ba'i gzhung lugs kun gyi snying po bsdus pa'i sdoms kyi tshigs su bcad pa blo gsal mgu ba bskyed pa'i ngo mtshar 'phrul gyi me long /,"'An Amazing Magical Mirror, to Bring Great Pleasure to Those of Clear Minds,' being a Versed Summary of th e Essence of All the Scriptures on Vowed Morality",SHAR CHEN KONG PO NGAG DBANG TSUL KHRIMS (@-@),S00058M,bdr:P1929,,WA1KG25044
X,,,,,,,D,T,'phrin yig,EPISTLES,,D60627,bdr:T14,,
,X,,,,,,D,Auth,'jam dbyangs bzhad pa ngag dbang brtson 'grus/,JAMYANG SHEPA NGAWANG TSUNDRU (1648-1721),,D01883,,,
,,X,,,,,F,,gcod kyi gdams pa gdan thog gcig tu dril nas nyams su len tshul/,"A Beautiful String of Sindavari Berries, An Ornament upon the Ears of those with Clear Minds-- An Illuminating Treatise on Epistolary",'JAM DBYANGS BZHAD PA NGAG DBANG BRTZON 'GRUS (1648-1721),S19041E,bdr:P423,,
,X,,,,,,D,Auth,dngul chu d+harma b+hadra/,NGULCHU DHARMA BHADRA (1772-1851),,D38518,bdr:P289,,
,,X,,,,,F,,zhu 'phrin gyi rim pa phyogs gcig tu bsdebs pa kha ba'i dus kyi me tog,"'A Flower in the Season of Snow,' being a Compilation of Correspondences",DNGUL CHU DHARMA BHADRA (1772-1851),S06397M,bdr:P289,,WA0XL48810A710511
,X,,,,,,D,Auth,paN chen bla ma sku phreng gsum pa dpal ldan ye shes/,PANCHEN LAMA KUTRENG SUMPA PELDEN YESHE (1738-1780),,D03444,,,
,,X,,,,,F,,chab shog gi skor rnams chabs gcig tu bsdebs pa/,A Compilation of Epistles,PAN CHEN BLA MA SKU PHRENG GSUM PA DPAL LDAN YE SHES (1738-1780),S12201E,bdr:P168,,WA0XLF82F0DA5B187
,,X,,,,,F,,chab shog skor/,A Collection of Personal Correspondence,PAN CHEN BLA MA SKU PHRENG GSUM PA DPAL LDAN YE SHES (1738-1780),S12236E,bdr:P168,,WA0XL992D54DCD25D
,X,,,,,,D,Auth,red mda' ba gzhon nu blo gros/,RENDAWA SHUNNU LODRU (1349-1412),,D67638,,,
,,X,,,,,F,,spring yig gi tshogs/,,,S19160,bdr:P60,,WA0XL2F432BAB4B13
,X,,,,,,D,Auth,skyabs rje khri byang rin po che blo bzang ye shes bstan 'dzin rgya mtsho/,KYABJE TRIJANG RINPOCHE LOBSANG YESHE TENDZIN GYATSO (1901-1981),,D47531,,,
,,X,,,,,F,,yul mchog dman bar ma rnams la 'phrin yig tshigs bcad stsal ba'i rim pa khag phyogs gcig tu bkod pa/,An Anthology of Correspondence and Verses Composed for a Wide Variety of Persons,SKYABS RJE KHRI BYANG RIN PO CHE (1901-1981),S00242M,bdr:P2596,,WA0XLA7AB20DC62D2
,,X,,,,,F,,zhu 'phrin dang chab shog gi rim pa rnams phyogs gcig tu bsdebs pa/,A Compilation of Various Letters and Papers,SKYABS RJE KHRI BYANG RIN PO CHE BLO BZANG YE SHES BSTAN 'DZIN RGYA MTSO (1901-1981),S12414E,bdr:P2596,,WA0XLFFEF7157C724
,,X,,,,,F,,zhu 'phrin tshigs bcad dang dpar byang smon tshig sogs thor bu sna tshogs/,"A Collection of Various Pieces of Correspondence, Verse, Dedications for the Publication of Books, Prayers, and Similar Writings",SKYABS RJE KHRI BYANG RIN PO CHE BLO BZANG YE SHES BSTAN 'DZIN RGYA MTSO (1901-1981),S12413E,bdr:P2596,,
X,,,,,,,D,T,bca' yig,OFFICIAL DOCUMENTS,,D10084,bdr:T10,,
,X,,,,,,D,G,bkra shis lhun po/,TRASHI HLUNPO MONASTERY,,D92349,bdr:G104,,
,,X,,,,,D,T,bca' yig gi skor rnams chabs gcig tu bsdebs pa/,A Compilation of Monastic Constitutions,,D36617,,,
,,,X,,,,D,Auth,paN chen bla ma sku phreng gsum pa dpal ldan ye shes/,PANCHEN LAMA KUTRENG SUMPA PELDEN YESHE (1738-1780),,D80686,,,
,,,,X,,,F,,bca' yig gi skor rnams chabs gcig tu bsdebs pa/,A Compilation of Monastic Constitutions,PAN CHEN BLA MA SKU PHRENG GSUM PA DPAL LDAN YE SHES (1738-1780),S12205E,bdr:P168,,
,X,,,,,,D,G,dga' ldan/,GANDEN MONASTERY,,D96529,bdr:G337,,
,,X,,,,,F,,dga' ldan theg chen bshad sgrub gling gi bca' yig chen mo'i zur 'debs dran gso'i brjed byang /,A List of Items to Remember--An Addendum to the Great Constitution of the Monastery of Ganden Tekchen Shedrup Ling,LCANG LUNG AARYA PAndI TA NGAG DBANG BLO BZANG BSTAN PA'I RGYAL MTSAN (1770-1845),S12288E,bdr:P290,,WA0XL9F8A6E728883
,,X,,,,,F,,dgon sde khag gi bca' yig bslab bya'i skor/,Writings on the Rules contained in the Constitutions of Monasteries,PAn CHEN SKU PHRENG BZHI PA BSTAN PA'I NYI MA (1782-1853),S12026E,bdr:P285,,WA0XLAFBFFD20CF84
,,X,,,,,F,,rigs dang dkyil 'khor kun gyi khyab bdag rdo rje 'chang chen po dpal ldan bla ma dam pa 'jam dbyangs bzhad pa'i rdo rjes mdzad pa'i chos sde chen po dga' ldan gyi dkar chag,"A Record of Holy Items in that Great Institution of Religious Stories, Ganden Monastery, Written by the Lord Over All the Secret Worlds and the Enlightened Kind, the Great Holder of the Diamond, the Glorious Lama Jamyang Shepay Dorje ",'JAM DBYANGS BZHAD PA'I RDO RJE NGAG DBANG BRTZON 'GRUS (1648-1721),S19032E,bdr:P423,,
,X,,,,,,D,G,dge 'phel gling /,GEPEL LING MONASTERY,,D82965,bdr:G74,,
,,X,,,,,F,,bca' mtshams blo gsal sgeg mo'i mgul rgyan/,"'A Necklace for Ladies of Lovely Poses, Disciples of Clear Minds,' being a Book of Monastic Rules",@ (@-@),S00456M,,,
,,X,,,,,F,,chos sde chen po dge 'phel dga' ldan chos mdzod gling gi bca' yig gdung sel zla 'od/,"Moonrays that Dispel our Torment--The Constitution of that Great Monastery, Gepel Ganden Chundzu Ling",LCANG LUNG AARYA PAndI TA NGAG DBANG BLO BZANG BSTAN PA'I RGYAL MTSAN (1770-1845),S12323E,bdr:P290,,WA0XL9FDC6E599FB7
,,X,,,,,F,,chos sde chen po dge 'phel dga' ldan chos mdzod gling gi smon lam chen mo'i bca' yig rab gsal nor bu'i me long /,The Crystal Mirror of Clarity--A Constitution for the Great Prayer Festival at the Great Monastery of Gepel Ganden Chundzu Ling,LCANG LUNG AARYA PAndI TA NGAG DBANG BLO BZANG BSTAN PA'I RGYAL MTSAN (1770-1845),S12324E,bdr:P290,,WA0XLFF99BC4DC841
,,X,,,,,F,,dge 'phel dga' ldan chos mdzod gling gi nang tshan mtshan nyid grwa tshang mkhas mang thos bsam gling gi dge 'dun pa rnams gyi blang dor gtan chags kyi yi ge thar pa'i grong 'jug pa'i bde lam/,An Easy Path for Reaching the City of Freedom--Established Guidelines for Monks of Center for Learning and Contemplation—the Philosophy College of the Monastery of Gepel Ganden Chundzu Ling,LCANG LUNG AARYA PAndI TA NGAG DBANG BLO BZANG BSTAN PA'I RGYAL MTSAN (1770-1845),S12287E,bdr:P290,,
